id_estacion,id_usuario,fecha_ingreso,codigo,anio,mes,dia,rr,hora,fecha_toma
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,20,3.2,13,2022-04-20 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,20,9.4,19,2022-04-20 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,21,10.6,07,2022-04-21 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,21,0.0,13,2022-04-21 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,21,0.0,19,2022-04-21 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,22,0.7,07,2022-04-22 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,22,0.0,13,2022-04-22 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,22,1.2,19,2022-04-22 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,23,0.0,07,2022-04-23 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,23,0.0,13,2022-04-23 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,23,4.2,19,2022-04-23 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,24,9.4,07,2022-04-24 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,24,0.0,13,2022-04-24 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,24,2.1,19,2022-04-24 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,25,3.2,07,2022-04-25 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,25,0.0,13,2022-04-25 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,25,0.0,19,2022-04-25 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,26,0.0,07,2022-04-26 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,26,0.0,13,2022-04-26 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,26,1.3,19,2022-04-26 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,27,0.6,07,2022-04-27 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,27,0.0,13,2022-04-27 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,27,1.7,19,2022-04-27 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,28,6.2,07,2022-04-28 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,28,0.0,13,2022-04-28 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,28,1.4,19,2022-04-28 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,29,0.0,07,2022-04-29 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,29,0.0,13,2022-04-29 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,29,0.0,19,2022-04-29 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,30,0.0,07,2022-04-30 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,30,0.0,13,2022-04-30 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,30,0.0,19,2022-04-30 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,1,0.0,07,2022-05-01 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,1,0.0,13,2022-05-01 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,1,0.0,19,2022-05-01 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,2,0.0,07,2022-05-02 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,2,0.0,13,2022-05-02 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,2,0.0,19,2022-05-02 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,3,0.0,07,2022-05-03 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,3,0.0,13,2022-05-03 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,5,3,0.0,19,2022-05-03 19:00:00
